car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
PM18,BLK 135A PASIR RIS STREET 11,1.3647565501015353,103.95687982769061,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.00,N
PM19,BLK 108A PASIR RIS STREET 12,1.367956777555038,103.95702273852463,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.00,N
PM2,BLK 220A PASIR RIS STREET 21,1.37007306561966,103.96101285046079,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
PM20,BLK 526 PASIR RIS STREET 51,1.3680416334135912,103.94745603169594,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
PM21,BLK 530 PASIR RIS DR 1,1.3711969823159367,103.94941542540188,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,15,2.15,N
PM22,BLK 555A PASIR RIS STREET 51,1.3685624312364921,103.95221374215554,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
PM23,BLK 564A PASIR RIS STREET 51,1.3686817553022461,103.9495037477118,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
PM24,BLK 561A PASIR RIS STREET 51,1.3671851799114267,103.9513153189911,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.00,N
PM25,BLK 500A PASIR RIS STREET 52,1.3763901312097686,103.94560888980419,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,1.90,N
PM26,BLK 521A PASIR RIS STREET 52,1.373867572894938,103.94399274023216,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.90,N
PM27,BLK 578A PASIR RIS STREET 53,1.373960188897794,103.9465959696924,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
PM28,BLK 586A PASIR RIS STREET 53,1.3747001092714635,103.9477660061047,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
PM29,BLK 601A ELIAS ROAD,1.3773336408343004,103.94337373293396,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
PM3,BLK 225A PASIR RIS STREET 21,1.3718003498167433,103.96093300168212,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,1.90,N
PM30,BLK 614A ELIAS ROAD,1.3757453839953446,103.94217718688328,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,1.90,N
PM32,BLK 631A PASIR RIS DRIVE 3,1.3793067735982882,103.94009872430271,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
PM33,BLK 635A PASIR RIS DRIVE 1,1.3770809237481751,103.93987670048551,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
PM34,BLK 649A PASIR RIS DRIVE 10,1.3780006050848774,103.93871197024471,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
PM35,BLK 700A PASIR RIS DRIVE 10,1.3807695117170842,103.93864139053616,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
PM36,BLK 710A PASIR RIS STREET 72,1.3824165586451849,103.93707054978773,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
PM37,BLK 718A PASIR RIS STREET 72,1.3819247877443905,103.93601952013265,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
PM38,BLK 736A PASIR RIS DRIVE 10,1.378947581223809,103.93724254160915,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
PM4,BLK 231A PASIR RIS DRIVE 4,1.3741059191478586,103.96144271358459,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
PM40,BLK 744A PASIR RIS STREET 71,1.3779476132601656,103.93538366563043,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,11,2.00,N
PM41,BLK 747A PASIR RIS STREET 71,1.3787374201247238,103.93412439603453,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N
PM43,BLK 757A PASIR RIS ST 71,1.3771770766193097,103.933146993525,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N
PM44,BLK 762A PASIR RIS STREET 71,1.3759656182674487,103.93329952863986,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N
PM45,BLK 773A PASIR RIS STREET 71,1.374601954887436,103.93590489391259,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
PM46,BLK 782A PASIR RIS STREET 71,1.373224586883508,103.9383869887287,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,2.00,N
PM5,BLK 235A PASIR RIS STREET 21,1.373770353071393,103.96260801282298,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
PM6,BLK 245A PASIR RIS STREET 21,1.370802196079768,103.9633947325202,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
PM7,BLK 257A PASIR RIS STREET 21,1.367557638171991,103.96324992159083,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.90,N
PM8,BLK 458A PASIR RIS DRIVE 4,1.3716359902146535,103.96025594204701,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
PM9,BLK 216A PASIR RIS STREET 21,1.3682919670590934,103.96121606162933,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,1.334004902068074,103.86921395965486,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,1.3326801447688794,103.86605451410966,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,1.3336019833981587,103.86584452814058,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,1.3347329118377271,103.86611923734695,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,1.3363131015185308,103.86322285845003,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
PP6,BLK 146 POTONG PASIR AVENUE 2,1.3322837359757773,103.86761465081429,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
PP9T,BLK 145 POTONG PASIR AVENUES 2/3,1.3321946782571832,103.86606008684078,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
PRM,BLK 33 PARK CRESCENT MSCP,1.2854503678206215,103.8422700080622,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
PRM1,BLK 441A PASIR RIS DRIVE 6,1.3696196338881979,103.95783518955092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.86,N
PRS1,BLK 212A PASIR RIS STREET 21,1.3680171563777719,103.9603263377034,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N
PR1,BLK 101/108 PASIR RIS STREET 12,1.3673318395597107,103.9579998023344,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
PR10,BLK 467/477 PASIR RIS DRIVE 6,1.373738956094068,103.95718283417963,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
PR11,BLK 478/487 PASIR RIS DRIVE 4,1.3744576196610265,103.9593903052974,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
PR12,BLK 544/556 PASIR RIS STREET 51,1.368713690421438,103.95268297102731,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
PR13,"BLK 537-543, 564-569 PASIR RIS STREET 51",1.3694763858176826,103.94961882877014,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
PR14,BLK 557-562 PASIR RIS ST 51,1.3666860888089774,103.95149269876866,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
PR2,BLK 109/129 PASIR RIS STREET 11,1.3672748025475794,103.95544278951166,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,1.371063422875556,103.95071563026313,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
PR4,BLK 406/411 PASIR RIS DRIVE 6,1.3729346460751715,103.95452048873425,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
PR5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",1.370508264193332,103.95511705035094,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
PR6,BLK 441/445 PASIR RIS DRIVE 6,1.3693790590205024,103.95759400506248,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
PR7,BLK 446/455 PASIR RIS DRIVE 6,1.3710094121120635,103.95768508262735,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N
PR8,BLK 456/461 PASIR RIS DRIVE 4,1.371267840795115,103.95957441760477,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
PR9,BLK 463/466 PASIR RIS STREET 41,1.3732053012591245,103.95845575439039,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
P1,BLK 196 PUNGGOL FIELD,1.3993255232638986,103.90701599409297,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P11,BLK 416 PANDAN GARDENS,1.3212042144268707,103.74835585800444,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
P12,BLK 415 PANDAN GARDENS,1.3205673948612133,103.74819409636538,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
P13,BLK 401/402 PANDAN GARDENS,1.320690159768277,103.75040784611822,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
P14,BLK 403/408 PANDAN GARDENS,1.3193536177884062,103.74917540107666,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
P15,BLK 413 PANDAN GARDENS,1.3198348225460326,103.74814817657088,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
P16,BLK 412/414 PANDAN GARDENS,1.3198823805928181,103.74716480513736,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
P17,BLK 409/411 PANDAN GARDENS,1.3188214674823917,103.74738396670388,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
P2,BLK 199 PUNGGOL FIELD,1.4000968291791078,103.90601546976215,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P3,BLK 101 PUNGGOL FIELD,1.3984568370825283,103.90577445865665,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
P4,BLK 105 EDGEFIELD PLAINS,1.3972271617557026,103.90562289882699,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P5,BLK 107 PUNGGOL FIELD,1.3968775547129961,103.90764189630706,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P5L,BLK 106A PUNGGOL FIELD,1.3974837242799738,103.90775041709206,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N
P6,BLK 109 PUNGGOL FIELD,1.3953685695565576,103.90946234340295,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P6L,BLK 109B PUNGGOL FIELD,1.3955982538271956,103.91008575182225,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N
P7,BLK 119 EDGEFIELD PLAINS,1.3954279668974037,103.90647015288728,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
P76L,BLK 327A SUMANG WALK,1.412321546901057,103.89923959459001,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N
P8,BLK 126 EDGEDALE PLAINS,1.3942284462380639,103.91091390677072,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
P9,BLK 128 PUNGGOL FIELD WALK,1.3929239184124893,103.91253745829621,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
Q14,BLK 49 STIRLING RD,1.2976307008778873,103.80216803097211,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
Q15,BLK 41/48 STIRLING RD,1.2983325731435038,103.80175442244355,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q16,BLK 45 AND 50 STIRLING RD,1.2969337257257816,103.80371667974568,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q17,BLK 52 STIRLING RD,1.2962063464606461,103.80382460327944,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q19,BLK 151 MEI LING STREET,1.2947010066058078,103.80325801294278,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N
Q2A,BLK 155-164 STIRLING ROAD,1.2916476231174145,103.80438670203422,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
Q30,MARGARET DRIVE,1.2958305456656498,103.80877657038734,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q4,BLK 168A QUEENSWAY,1.2887137054923081,103.803908353803,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
Q41,BLK 80 STRATHMORE AVENUE,1.294345239395989,103.80922355228746,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.50,N
Q48,BLK 150A MEI CHIN ROAD,1.2953582295668435,103.8035133577102,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q49,MEI CHIN ROAD,1.2952947342758825,103.80277197043519,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N
Q5A,BLKS 166-171 STIRLING ROAD,1.2911403172091722,103.80316783226533,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
Q5S,BLK 165-166 STIRLING RD,1.290779202832361,103.80214729898866,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
Q51,BLK 39 TANGLIN HALT ROAD,1.2979326278162269,103.79906247903409,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N
Q52,BLK 33-34 TANGLIN HALT ROAD,1.2967856200643242,103.79891198839513,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N
Q55,BLK 61/66 COMMONWEALTH DRIVE,1.2986891819388953,103.79642676862868,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.50,N
Q57,BLK 46-2 COMMONWEALTH DRIVE,1.2998598225856595,103.79860455464187,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q58,BLK 46-3 COMMONWEALTH DRIVE,1.300089156141582,103.7976555084121,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
Q59,BLK 47/49 TANGLIN HALT ROAD,1.3009337412541244,103.79758469119325,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.00,N
Q65,BLK 115A COMMONWEALTH DRIVE,1.3055238204563318,103.79875385421073,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q65A,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,1.3070878550554517,103.80113832326766,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
Q66,BLK 117 COMMONWEALTH DRIVE,1.3067047897222288,103.7994973472632,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q67,BLK 116-118 COMMONWEALTH CRESCENT,1.3071728123632282,103.80054334003208,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q68,BLK 110 COMMONWEALTH CRESCENT,1.3068774261960923,103.79900467147326,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N
Q70,BLK 99/102 COMMONWEALTH CRESCENT,1.307346070611529,103.80054927179201,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N
Q72,BLK 96 COMMONWEALTH CRESCENT,1.306493006109802,103.80089701701327,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N
Q73,BLK 91/92 COMMONWEALTH DRIVE,1.3062533085068155,103.80039166552683,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N
Q75M,BLK 10A HOLLAND DRIVE,1.3083119292817016,103.79369887834429,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
Q77M,BLK 18 HOLLAND DRIVE,1.3115932040321492,103.79201555445782,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
Q8,BLK 19/23A/23B QUEENS CLOSE,1.294206414375908,103.79956933961495,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
Q80,BLK 45/46/47 HOLLAND DRIVE,1.30853648140917,103.79270170688473,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
Q81,BLK 43 HOLLAND DRIVE,1.3075367428678997,103.79316432035691,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,1.3067809877783394,103.79667318529349,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
Q85,NORTH BUONA VISTA ROAD,1.3082345910446525,103.7920456703827,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
Q86,BLK 148A MEI LING STREET,1.2945634816894223,103.8038718685725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.80,N
Q87,BLK 5A HOLLAND CLOSE,1.3088789371038347,103.79623840948703,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
Q88,BLK 19A QUEEN'S CLOSE,1.292990560657612,103.80055965992064,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
Q89,BLK 7B COMMONWEALTH AVENUE,1.3062461348732004,103.79504979530897,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
Q92,BLK 82 STRATHMORE AVENUE,1.2947981950673044,103.80848502285889,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.50,N
Q93,BLK 83 STRATHMORE AVENUE,1.2949401336399362,103.80806396955174,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.50,N
Q94,BLK 102 COMMONWEALTH CRESCENT,1.3076378079345645,103.80056110547325,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N
Q95,BLK 98 COMMONWEALTH CRESCENT,1.3067193471401568,103.80126817971922,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N
Q96,BLK 181-184 STIRLING ROAD,1.2953471669289198,103.8044052500753,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
Q97,BLK 64 COMMONWEALTH DRIVE,1.299199602060856,103.79738568437102,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N
Q98,BLK 55 COMMONWEALTH DRIVE,1.2973375726157685,103.79728490662436,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,4.50,N
Q99,BLK 89 COMMONWEALTH DRIVE,1.3052955173997665,103.79909451795866,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,4.50,N
RCM,BLK 638 VEERASAMY ROAD,1.3072102800045187,103.85535244045683,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.00,N
RC1,BLK 101/102 JALAN RAJAH,1.328546809837194,103.85155370374846,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
RC2,BLK 103/104 JALAN RAJAH,1.3276877467528525,103.85307063417105,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
RC3,BLK 105/108 JALAN RAJAH,1.3282855436779115,103.85456412458879,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
RHM,BLK 88A REDHILL CLOSE,1.2864639274829988,103.81857760519372,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
RHM2,BLK 70A REDHILL CLOSE,1.2870082444741175,103.81690732416659,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
RHM3,BLK 73 REDHILL RD,1.2879157769529903,103.81727324817024,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,17,2.15,N
RHM4,BLK 74 REDHILL RD,1.2879887721540015,103.81581722173429,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
RHS,BLK 75A/B REDHILL ROAD,1.2882886138255218,103.81561639580704,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
SAM,BLK 60A STRATHMORE AVENUE,1.2925635490008842,103.81187745068671,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SAM2,BLK 61 STRATHMORE AVENUE,1.2939665666451008,103.8110072972267,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
SB1,BLK 306B CANBERRA ROAD,1.446480287012051,103.8220572791407,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
SB10,BLK 481A SEMBAWANG DRIVE,1.4524959874546903,103.81539294605084,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB11,BLK 476A SEMBAWANG DRIVE,1.4517759781995045,103.81666194814878,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB12,BLK 424A CANBERRA ROAD,1.4531650655885577,103.819062926083,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
